gap_bin,seen_merchant,amount_vs_history,events,customers,frauds,invalid_labels,fraud_rate,event_share,source
6,1,2,8910,125,32,0,0.003591470258136925,0.051185128163884326,native_20260928/generated_validation_20261012
7,0,-1,86,61,3,0,0.03488372093023256,0.0004940427634224525,native_20260928/generated_validation_20261012
7,0,0,3816,128,9,0,0.0023584905660377358,0.02192171145604743,native_20260928/generated_validation_20261012
7,0,1,2904,127,5,0,0.001721763085399449,0.016682560290451186,native_20260928/generated_validation_20261012
7,0,2,803,124,3,0,0.0037359900373599006,0.00461298068637476,native_20260928/generated_validation_20261012
7,1,-1,3,3,0,0,0.0,1.723404988682974e-05,native_20260928/generated_validation_20261012
7,1,0,3368,125,7,0,0.0020783847980997625,0.019348093339614188,native_20260928/generated_validation_20261012
7,1,1,2725,123,1,0,0.0003669724770642202,0.015654261980537012,native_20260928/generated_validation_20261012
7,1,2,789,122,3,0,0.0038022813688212928,0.004532555120236222,native_20260928/generated_validation_20261012
-1,0,-1,143,143,53,0,0.3706293706293706,0.0006708323951062073,native_20260929/generated_validation_20261011
0,0,0,12,12,0,0,0.0,5.6293627561360054e-05,native_20260929/generated_validation_20261011
0,0,1,3,3,0,0,0.0,1.4073406890340013e-05,native_20260929/generated_validation_20261011
0,1,0,12,10,0,0,0.0,5.6293627561360054e-05,native_20260929/generated_validation_20261011
0,1,1,12,11,0,0,0.0,5.6293627561360054e-05,native_20260929/generated_validation_20261011
0,1,2,9,8,0,0,0.0,4.2220220671020044e-05,native_20260929/generated_validation_20261011
1,0,0,6,5,0,0,0.0,2.8146813780680027e-05,native_20260929/generated_validation_20261011
1,0,1,4,4,0,0,0.0,1.876454252045335e-05,native_20260929/generated_validation_20261011
1,0,2,4,3,0,0,0.0,1.876454252045335e-05,native_20260929/generated_validation_20261011
1,1,0,26,21,0,0,0.0,0.00012196952638294679,native_20260929/generated_validation_20261011
1,1,1,16,15,0,0,0.0,7.50581700818134e-05,native_20260929/generated_validation_20261011
1,1,2,5,5,0,0,0.0,2.345567815056669e-05,native_20260929/generated_validation_20261011
2,0,-1,2,2,1,0,0.5,9.382271260226676e-06,native_20260929/generated_validation_20261011
2,0,0,97,70,3,0,0.030927835051546393,0.00045504015612099377,native_20260929/generated_validation_20261011
2,0,1,54,44,3,0,0.05555555555555555,0.00025332132402612026,native_20260929/generated_validation_20261011
2,0,2,40,28,4,0,0.1,0.0001876454252045335,native_20260929/generated_validation_20261011
2,1,0,221,83,1,0,0.004524886877828055,0.0010367409742550477,native_20260929/generated_validation_20261011
2,1,1,181,80,0,0,0.0,0.0008490955490505142,native_20260929/generated_validation_20261011
2,1,2,80,50,0,0,0.0,0.000375290850409067,native_20260929/generated_validation_20261011
3,0,-1,8,7,7,0,0.875,3.75290850409067e-05,native_20260929/generated_validation_20261011
3,0,0,391,115,8,0,0.020460358056265986,0.0018342340313743152,native_20260929/generated_validation_20261011
3,0,1,260,103,7,0,0.026923076923076925,0.0012196952638294678,native_20260929/generated_validation_20261011
3,0,2,122,75,4,0,0.03278688524590164,0.0005723185468738272,native_20260929/generated_validation_20261011
3,1,-1,2,1,2,0,1.0,9.382271260226676e-06,native_20260929/generated_validation_20261011
3,1,0,944,112,0,0,0.0,0.004428432034826991,native_20260929/generated_validation_20261011
3,1,1,584,106,1,0,0.0017123287671232876,0.002739623207986189,native_20260929/generated_validation_20261011
3,1,2,318,83,1,0,0.0031446540880503146,0.0014917811303760415,native_20260929/generated_validation_20261011
4,0,-1,35,33,15,0,0.42857142857142855,0.00016418974705396683,native_20260929/generated_validation_20261011
4,0,0,2419,133,52,0,0.02149648615130219,0.011347857089244164,native_20260929/generated_validation_20261011
4,0,1,1565,130,25,0,0.01597444089456869,0.007341627261127374,native_20260929/generated_validation_20261011
4,0,2,653,118,31,0,0.04747320061255743,0.00306331156646401,native_20260929/generated_validation_20261011
4,1,0,5741,125,13,0,0.0022644138651802823,0.02693180965248067,native_20260929/generated_validation_20261011
4,1,1,3884,122,5,0,0.0012873326467559218,0.018220370787360204,native_20260929/generated_validation_20261011
4,1,2,1891,110,6,0,0.0031729243786356425,0.008870937476544322,native_20260929/generated_validation_20261011
5,0,-1,93,67,47,0,0.5053763440860215,0.0004362756136005404,native_20260929/generated_validation_20261011
5,0,0,6569,136,74,0,0.011265032729486984,0.030816069954214518,native_20260929/generated_validation_20261011
5,0,1,4493,136,38,0,0.008457600712219007,0.021077272386099227,native_20260929/generated_validation_20261011
5,0,2,1943,134,36,0,0.018528049408131755,0.009114876529310215,native_20260929/generated_validation_20261011
5,1,-1,1,1,1,0,1.0,4.691135630113338e-06,native_20260929/generated_validation_20261011
5,1,0,15953,133,17,0,0.0010656302889738608,0.07483768670719808,native_20260929/generated_validation_20261011
5,1,1,10590,132,9,0,0.0008498583569405099,0.049679126322900245,native_20260929/generated_validation_20261011
5,1,2,5296,124,14,0,0.0026435045317220545,0.02484425429708024,native_20260929/generated_validation_20261011
6,0,-1,331,137,94,0,0.283987915407855,0.001552765893567515,native_20260929/generated_validation_20261011
6,0,0,22929,137,117,0,0.005102708360591391,0.10756304886286873,native_20260929/generated_validation_20261011
6,0,1,16312,137,43,0,0.002636096125551741,0.07652180439840876,native_20260929/generated_validation_20261011
6,0,2,6462,141,68,0,0.010523057876818322,0.03031411844179239,native_20260929/generated_validation_20261011
6,1,0,43816,134,43,0,0.000981376666058061,0.20554679876904602,native_20260929/generated_validation_20261011
6,1,1,29793,133,23,0,0.0007719934212734535,0.13976300382796666,native_20260929/generated_validation_20261011
6,1,2,14111,132,30,0,0.0021260009921337964,0.06619661487652931,native_20260929/generated_validation_20261011
7,0,-1,99,64,4,0,0.04040404040404041,0.00046442242738122045,native_20260929/generated_validation_20261011
7,0,0,3724,137,6,0,0.001611170784103115,0.01746978908654207,native_20260929/generated_validation_20261011
7,0,1,2863,136,3,0,0.001047851903597625,0.013430721309014486,native_20260929/generated_validation_20261011
7,0,2,817,131,5,0,0.006119951040391677,0.003832657809802597,native_20260929/generated_validation_20261011
7,1,-1,1,1,0,0,0.0,4.691135630113338e-06,native_20260929/generated_validation_20261011
7,1,0,3600,135,2,0,0.0005555555555555556,0.016888088268408017,native_20260929/generated_validation_20261011
7,1,1,2718,133,3,0,0.0011037527593818985,0.012750506642648053,native_20260929/generated_validation_20261011
7,1,2,910,130,1,0,0.001098901098901099,0.004268933423403137,native_20260929/generated_validation_20261011
-1,0,-1,143,143,56,0,0.3916083916083916,0.0008127308894572322,native_20260929/generated_validation_20261012
0,0,0,15,15,2,0,0.13333333333333333,8.525149190110827e-05,native_20260929/generated_validation_20261012
0,0,1,2,2,0,0,0.0,1.1366865586814436e-05,native_20260929/generated_validation_20261012
0,0,2,6,5,0,0,0.0,3.410059676044331e-05,native_20260929/generated_validation_20261012
0,1,0,20,17,0,0,0.0,0.00011366865586814436,native_20260929/generated_validation_20261012
0,1,1,9,8,0,0,0.0,5.1150895140664964e-05,native_20260929/generated_validation_20261012
0,1,2,5,4,0,0,0.0,2.841716396703609e-05,native_20260929/generated_validation_20261012
1,0,-1,1,1,0,0,0.0,5.683432793407218e-06,native_20260929/generated_validation_20261012
1,0,0,6,6,0,0,0.0,3.410059676044331e-05,native_20260929/generated_validation_20261012
1,0,1,5,5,0,0,0.0,2.841716396703609e-05,native_20260929/generated_validation_20261012
1,0,2,7,7,0,0,0.0,3.978402955385053e-05,native_20260929/generated_validation_20261012
1,1,0,24,21,0,0,0.0,0.00013640238704177324,native_20260929/generated_validation_20261012
1,1,1,8,8,0,0,0.0,4.5467462347257746e-05,native_20260929/generated_validation_20261012
1,1,2,4,4,0,0,0.0,2.2733731173628873e-05,native_20260929/generated_validation_20261012
2,0,-1,1,1,1,0,1.0,5.683432793407218e-06,native_20260929/generated_validation_20261012
2,0,0,91,58,2,0,0.02197802197802198,0.0005171923842000568,native_20260929/generated_validation_20261012
2,0,1,58,49,1,0,0.017241379310344827,0.00032963910201761864,native_20260929/generated_validation_20261012
2,0,2,30,25,0,0,0.0,0.00017050298380221653,native_20260929/generated_validation_20261012
2,1,0,185,75,1,0,0.005405405405405406,0.0010514350667803353,native_20260929/generated_validation_20261012
2,1,1,101,60,0,0,0.0,0.0005740267121341291,native_20260929/generated_validation_20261012
2,1,2,51,36,0,0,0.0,0.0002898550724637681,native_20260929/generated_validation_20261012
3,0,-1,3,3,3,0,1.0,1.7050298380221655e-05,native_20260929/generated_validation_20261012
3,0,0,344,108,14,0,0.040697674418604654,0.001955100880932083,native_20260929/generated_validation_20261012
3,0,1,233,101,0,0,0.0,0.0013242398408638818,native_20260929/generated_validation_20261012
3,0,2,90,60,8,0,0.08888888888888889,0.0005115089514066496,native_20260929/generated_validation_20261012
3,1,0,687,95,2,0,0.002911208151382824,0.0039045183290707585,native_20260929/generated_validation_20261012
3,1,1,484,95,0,0,0.0,0.0027507814720090936,native_20260929/generated_validation_20261012
3,1,2,219,69,0,0,0.0,0.0012446717817561808,native_20260929/generated_validation_20261012
4,0,-1,42,34,26,0,0.6190476190476191,0.00023870417732310315,native_20260929/generated_validation_20261012
4,0,0,1980,129,59,0,0.0297979797979798,0.011253196930946292,native_20260929/generated_validation_20261012
4,0,1,1357,127,20,0,0.014738393515106854,0.007712418300653594,native_20260929/generated_validation_20261012
4,0,2,630,114,42,0,0.06666666666666667,0.0035805626598465474,native_20260929/generated_validation_20261012
4,1,0,4267,116,10,0,0.002343566908835247,0.0242512077294686,native_20260929/generated_validation_20261012
4,1,1,2899,118,5,0,0.0017247326664367024,0.016476271668087523,native_20260929/generated_validation_20261012
4,1,2,1361,104,7,0,0.005143277002204262,0.0077351520318272235,native_20260929/generated_validation_20261012
5,0,-1,94,70,54,0,0.574468085106383,0.0005342426825802785,native_20260929/generated_validation_20261012
5,0,0,5806,129,58,0,0.009989665862900447,0.032998010798522305,native_20260929/generated_validation_20261012
5,0,1,4025,131,28,0,0.006956521739130435,0.02287581699346405,native_20260929/generated_validation_20261012
5,0,2,1720,125,44,0,0.02558139534883721,0.009775504404660415,native_20260929/generated_validation_20261012
5,1,-1,3,3,3,0,1.0,1.7050298380221655e-05,native_20260929/generated_validation_20261012
5,1,0,11911,127,17,0,0.0014272521198891782,0.06769536800227337,native_20260929/generated_validation_20261012
5,1,1,8110,122,5,0,0.0006165228113440197,0.04609263995453254,native_20260929/generated_validation_20261012
5,1,2,3769,113,5,0,0.0013266118333775537,0.021420858198351805,native_20260929/generated_validation_20261012
6,0,-1,348,141,105,0,0.3017241379310345,0.001977834612105712,native_20260929/generated_validation_20261012
6,0,0,20573,139,131,0,0.00636756914402372,0.1169252628587667,native_20260929/generated_validation_20261012
6,0,1,14777,131,36,0,0.002436218447587467,0.08398408638817846,native_20260929/generated_validation_20261012
6,0,2,5704,130,66,0,0.011570827489481066,0.03241830065359477,native_20260929/generated_validation_20261012
6,1,-1,3,3,2,0,0.6666666666666666,1.7050298380221655e-05,native_20260929/generated_validation_20261012
6,1,0,34979,124,37,0,0.0010577775236570513,0.19880079568059109,native_20260929/generated_validation_20261012
6,1,1,24655,124,31,0,0.00125735145001014,0.14012503552145497,native_20260929/generated_validation_20261012
6,1,2,10425,123,7,0,0.000671462829736211,0.05924978687127025,native_20260929/generated_validation_20261012
7,0,-1,77,56,5,0,0.06493506493506493,0.00043762432509235577,native_20260929/generated_validation_20261012
7,0,0,3675,128,13,0,0.0035374149659863946,0.020886615515771527,native_20260929/generated_validation_20261012
7,0,1,2719,127,3,0,0.0011033468186833395,0.015453253765274226,native_20260929/generated_validation_20261012
7,0,2,779,120,4,0,0.005134788189987163,0.004427394146064223,native_20260929/generated_validation_20261012
7,1,0,3163,122,3,0,0.0009484666455896301,0.01797669792554703,native_20260929/generated_validation_20261012
7,1,1,2454,122,4,0,0.0016299918500407497,0.013947144075021314,native_20260929/generated_validation_20261012
7,1,2,813,123,1,0,0.0012300123001230013,0.004620630861040068,native_20260929/generated_validation_20261012
-1,0,-1,143,143,43,0,0.3006993006993007,0.0008775267246775243,numeric_digit_relaxed_20260928/generated_validation_20261011
0,0,0,3,3,1,0,0.3333333333333333,1.840965156666135e-05,numeric_digit_relaxed_20260928/generated_validation_20261011
0,1,0,5,5,0,0,0.0,3.0682752611102246e-05,numeric_digit_relaxed_20260928/generated_validation_20261011
0,1,1,2,2,0,0,0.0,1.2273101044440899e-05,numeric_digit_relaxed_20260928/generated_validation_20261011
0,1,2,2,2,0,0,0.0,1.2273101044440899e-05,numeric_digit_relaxed_20260928/generated_validation_20261011
1,0,0,6,6,1,0,0.16666666666666666,3.68193031333227e-05,numeric_digit_relaxed_20260928/generated_validation_20261011
1,0,1,3,3,0,0,0.0,1.840965156666135e-05,numeric_digit_relaxed_20260928/generated_validation_20261011
1,1,0,10,9,0,0,0.0,6.136550522220449e-05,numeric_digit_relaxed_20260928/generated_validation_20261011
1,1,1,8,8,0,0,0.0,4.9092404177763595e-05,numeric_digit_relaxed_20260928/generated_validation_20261011
1,1,2,4,3,0,0,0.0,2.4546202088881797e-05,numeric_digit_relaxed_20260928/generated_validation_20261011
2,0,-1,2,2,2,0,1.0,1.2273101044440899e-05,numeric_digit_relaxed_20260928/generated_validation_20261011
2,0,0,67,51,4,0,0.05970149253731343,0.0004111488849887701,numeric_digit_relaxed_20260928/generated_validation_20261011
2,0,1,51,38,2,0,0.0392156862745098,0.00031296407663324293,numeric_digit_relaxed_20260928/generated_validation_20261011
2,0,2,24,20,2,0,0.08333333333333333,0.0001472772125332908,numeric_digit_relaxed_20260928/generated_validation_20261011
2,1,0,165,70,0,0,0.0,0.0010125308361663742,numeric_digit_relaxed_20260928/generated_validation_20261011
2,1,1,108,52,0,0,0.0,0.0006627474563998086,numeric_digit_relaxed_20260928/generated_validation_20261011
2,1,2,40,28,1,0,0.025,0.00024546202088881797,numeric_digit_relaxed_20260928/generated_validation_20261011
3,0,-1,8,8,6,0,0.75,4.9092404177763595e-05,numeric_digit_relaxed_20260928/generated_validation_20261011
3,0,0,341,100,15,0,0.04398826979472141,0.002092563728077173,numeric_digit_relaxed_20260928/generated_validation_20261011
3,0,1,194,87,11,0,0.05670103092783505,0.001190490801310767,numeric_digit_relaxed_20260928/generated_validation_20261011
3,0,2,102,67,12,0,0.11764705882352941,0.0006259281532664859,numeric_digit_relaxed_20260928/generated_validation_20261011
3,1,0,703,97,9,0,0.012802275960170697,0.004313995017120976,numeric_digit_relaxed_20260928/generated_validation_20261011
3,1,1,459,84,5,0,0.010893246187363835,0.0028166766896991864,numeric_digit_relaxed_20260928/generated_validation_20261011
3,1,2,226,69,1,0,0.004424778761061947,0.0013868604180218215,numeric_digit_relaxed_20260928/generated_validation_20261011
4,0,-1,43,37,26,0,0.6046511627906976,0.0002638716724554793,numeric_digit_relaxed_20260928/generated_validation_20261011
4,0,0,1865,135,60,0,0.032171581769437,0.011444666723941139,numeric_digit_relaxed_20260928/generated_validation_20261011
4,0,1,1206,127,26,0,0.02155887230514096,0.007400679929797862,numeric_digit_relaxed_20260928/generated_validation_20261011
4,0,2,564,107,16,0,0.028368794326241134,0.0034610144945323336,numeric_digit_relaxed_20260928/generated_validation_20261011
4,1,-1,1,1,1,0,1.0,6.136550522220449e-06,numeric_digit_relaxed_20260928/generated_validation_20261011
4,1,0,3992,121,17,0,0.004258517034068136,0.024497109684704033,numeric_digit_relaxed_20260928/generated_validation_20261011
4,1,1,2622,121,12,0,0.004576659038901602,0.016090035469262017,numeric_digit_relaxed_20260928/generated_validation_20261011
4,1,2,1247,98,4,0,0.0032076984763432237,0.0076522785012089,numeric_digit_relaxed_20260928/generated_validation_20261011
5,0,-1,83,61,33,0,0.39759036144578314,0.0005093336933442973,numeric_digit_relaxed_20260928/generated_validation_20261011
5,0,0,5289,138,79,0,0.014936660994516921,0.03245621571202396,numeric_digit_relaxed_20260928/generated_validation_20261011
5,0,1,3319,135,53,0,0.015968665260620667,0.020367211183249672,numeric_digit_relaxed_20260928/generated_validation_20261011
5,0,2,1531,130,30,0,0.019595035924232528,0.009395058849519508,numeric_digit_relaxed_20260928/generated_validation_20261011
5,1,-1,2,2,2,0,1.0,1.2273101044440899e-05,numeric_digit_relaxed_20260928/generated_validation_20261011
5,1,0,10982,126,29,0,0.002640684756874886,0.06739159783502498,numeric_digit_relaxed_20260928/generated_validation_20261011
5,1,1,7318,127,21,0,0.00286963651270839,0.04490727672160925,numeric_digit_relaxed_20260928/generated_validation_20261011
5,1,2,3457,114,15,0,0.004339022273647671,0.021214055155316092,numeric_digit_relaxed_20260928/generated_validation_20261011
6,0,-1,302,136,56,0,0.18543046357615894,0.0018532382577105756,numeric_digit_relaxed_20260928/generated_validation_20261011
6,0,0,19609,137,148,0,0.007547554694273038,0.1203316191902208,numeric_digit_relaxed_20260928/generated_validation_20261011
6,0,1,13727,141,68,0,0.0049537408027974066,0.0842364290185201,numeric_digit_relaxed_20260928/generated_validation_20261011
6,0,2,5434,134,56,0,0.010305483989694516,0.033346015537745924,numeric_digit_relaxed_20260928/generated_validation_20261011
6,1,-1,2,2,1,0,0.5,1.2273101044440899e-05,numeric_digit_relaxed_20260928/generated_validation_20261011
6,1,0,30816,129,44,0,0.0014278296988577363,0.18910394089274538,numeric_digit_relaxed_20260928/generated_validation_20261011
6,1,1,21926,129,23,0,0.0010489829426251938,0.13455000675020556,numeric_digit_relaxed_20260928/generated_validation_20261011
6,1,2,9556,128,27,0,0.002825449979070741,0.058640876790338615,numeric_digit_relaxed_20260928/generated_validation_20261011
7,0,-1,129,73,4,0,0.031007751937984496,0.000791615017366438,numeric_digit_relaxed_20260928/generated_validation_20261011
7,0,0,4211,129,4,0,0.000949893137022085,0.025841014249070312,numeric_digit_relaxed_20260928/generated_validation_20261011
7,0,1,3243,128,6,0,0.0018501387604070306,0.01990083334356092,numeric_digit_relaxed_20260928/generated_validation_20261011
7,0,2,1153,125,5,0,0.004336513443191674,0.007075442752120178,numeric_digit_relaxed_20260928/generated_validation_20261011
7,1,0,3240,125,1,0,0.00030864197530864197,0.019882423691994257,numeric_digit_relaxed_20260928/generated_validation_20261011
7,1,1,2516,125,0,0,0.0,0.01543956111390665,numeric_digit_relaxed_20260928/generated_validation_20261011
7,1,2,897,123,2,0,0.002229654403567447,0.005504485818431743,numeric_digit_relaxed_20260928/generated_validation_20261011
-1,0,-1,143,143,49,0,0.34265734265734266,0.0008464794151596768,numeric_digit_relaxed_20260928/generated_validation_20261012
0,0,1,3,3,0,0,0.0,1.7758309408944268e-05,numeric_digit_relaxed_20260928/generated_validation_20261012
0,1,1,1,1,0,0,0.0,5.919436469648089e-06,numeric_digit_relaxed_20260928/generated_validation_20261012
0,1,2,2,2,0,0,0.0,1.1838872939296178e-05,numeric_digit_relaxed_20260928/generated_validation_20261012
1,0,0,4,4,0,0,0.0,2.3677745878592356e-05,numeric_digit_relaxed_20260928/generated_validation_20261012
1,0,1,8,8,0,0,0.0,4.735549175718471e-05,numeric_digit_relaxed_20260928/generated_validation_20261012
1,0,2,2,2,0,0,0.0,1.1838872939296178e-05,numeric_digit_relaxed_20260928/generated_validation_20261012
1,1,0,14,13,0,0,0.0,8.287211057507326e-05,numeric_digit_relaxed_20260928/generated_validation_20261012
1,1,1,8,8,0,0,0.0,4.735549175718471e-05,numeric_digit_relaxed_20260928/generated_validation_20261012
1,1,2,3,3,0,0,0.0,1.7758309408944268e-05,numeric_digit_relaxed_20260928/generated_validation_20261012
2,0,0,65,44,1,0,0.015384615384615385,0.00038476337052712584,numeric_digit_relaxed_20260928/generated_validation_20261012
2,0,1,45,38,1,0,0.022222222222222223,0.00026637464113416404,numeric_digit_relaxed_20260928/generated_validation_20261012
2,0,2,26,24,0,0,0.0,0.00015390534821085032,numeric_digit_relaxed_20260928/generated_validation_20261012
2,1,0,138,53,0,0,0.0,0.0008168822328114364,numeric_digit_relaxed_20260928/generated_validation_20261012
2,1,1,102,51,0,0,0.0,0.0006037825199041051,numeric_digit_relaxed_20260928/generated_validation_20261012
2,1,2,44,31,0,0,0.0,0.00026045520466451595,numeric_digit_relaxed_20260928/generated_validation_20261012
3,0,-1,9,9,5,0,0.5555555555555556,5.3274928226832805e-05,numeric_digit_relaxed_20260928/generated_validation_20261012
3,0,0,302,102,4,0,0.013245033112582781,0.001787669813833723,numeric_digit_relaxed_20260928/generated_validation_20261012
3,0,1,207,92,4,0,0.01932367149758454,0.0012253233492171545,numeric_digit_relaxed_20260928/generated_validation_20261012
3,0,2,93,55,5,0,0.053763440860215055,0.0005505075916772723,numeric_digit_relaxed_20260928/generated_validation_20261012
3,1,0,703,99,4,0,0.005689900426742532,0.0041613638381626065,numeric_digit_relaxed_20260928/generated_validation_20261012
3,1,1,494,87,1,0,0.0020242914979757085,0.002924201616006156,numeric_digit_relaxed_20260928/generated_validation_20261012
3,1,2,212,65,0,0,0.0,0.001254920531565395,numeric_digit_relaxed_20260928/generated_validation_20261012
4,0,-1,37,33,21,0,0.5675675675675675,0.0002190191493769793,numeric_digit_relaxed_20260928/generated_validation_20261012
4,0,0,1860,134,41,0,0.02204301075268817,0.011010151833545447,numeric_digit_relaxed_20260928/generated_validation_20261012
4,0,1,1207,129,24,0,0.01988400994200497,0.007144759818865244,numeric_digit_relaxed_20260928/generated_validation_20261012
4,0,2,529,110,10,0,0.01890359168241966,0.0031313818924438392,numeric_digit_relaxed_20260928/generated_validation_20261012
4,1,-1,1,1,0,0,0.0,5.919436469648089e-06,numeric_digit_relaxed_20260928/generated_validation_20261012
4,1,0,4099,124,18,0,0.004391314954867041,0.02426377008908752,numeric_digit_relaxed_20260928/generated_validation_20261012
4,1,1,2742,124,9,0,0.0032822757111597373,0.01623109479977506,numeric_digit_relaxed_20260928/generated_validation_20261012
4,1,2,1274,106,9,0,0.00706436420722135,0.007541362062331666,numeric_digit_relaxed_20260928/generated_validation_20261012
5,0,-1,95,69,48,0,0.5052631578947369,0.0005623464646165686,numeric_digit_relaxed_20260928/generated_validation_20261012
5,0,0,5453,136,77,0,0.014120667522464698,0.032278687068991035,numeric_digit_relaxed_20260928/generated_validation_20261012
5,0,1,3549,133,30,0,0.0084530853761623,0.02100808003078107,numeric_digit_relaxed_20260928/generated_validation_20261012
5,0,2,1578,128,40,0,0.025348542458808618,0.009340870749104686,numeric_digit_relaxed_20260928/generated_validation_20261012
5,1,-1,3,3,3,0,1.0,1.7758309408944268e-05,numeric_digit_relaxed_20260928/generated_validation_20261012
5,1,0,11376,131,23,0,0.0020218002812939524,0.06733950927871667,numeric_digit_relaxed_20260928/generated_validation_20261012
5,1,1,7731,130,15,0,0.0019402405898331393,0.04576316334684938,numeric_digit_relaxed_20260928/generated_validation_20261012
5,1,2,3345,118,6,0,0.0017937219730941704,0.01980051499097286,numeric_digit_relaxed_20260928/generated_validation_20261012
6,0,-1,333,137,60,0,0.18018018018018017,0.001971172344392814,numeric_digit_relaxed_20260928/generated_validation_20261012
6,0,0,20310,137,111,0,0.005465288035450517,0.1202237546985527,numeric_digit_relaxed_20260928/generated_validation_20261012
6,0,1,14324,137,55,0,0.0038397095783300754,0.08479000799123923,numeric_digit_relaxed_20260928/generated_validation_20261012
6,0,2,5793,138,62,0,0.01070257206973934,0.034291295468671386,numeric_digit_relaxed_20260928/generated_validation_20261012
6,1,-1,1,1,1,0,1.0,5.919436469648089e-06,numeric_digit_relaxed_20260928/generated_validation_20261012
6,1,0,31996,132,29,0,0.0009063632954119265,0.18939828928286026,numeric_digit_relaxed_20260928/generated_validation_20261012
6,1,1,22799,131,23,0,0.0010088161761480766,0.13495723207150678,numeric_digit_relaxed_20260928/generated_validation_20261012
6,1,2,9699,133,24,0,0.0024744819053510673,0.05741261431911682,numeric_digit_relaxed_20260928/generated_validation_20261012
7,0,-1,93,60,2,0,0.021505376344086023,0.0005505075916772723,numeric_digit_relaxed_20260928/generated_validation_20261012
7,0,0,4524,131,10,0,0.0022104332449160036,0.026779530588687955,numeric_digit_relaxed_20260928/generated_validation_20261012
7,0,1,3422,131,4,0,0.0011689070718877848,0.02025631159913576,numeric_digit_relaxed_20260928/generated_validation_20261012
7,0,2,1144,127,4,0,0.0034965034965034965,0.006771835321277415,numeric_digit_relaxed_20260928/generated_validation_20261012
7,1,0,3363,129,3,0,0.0008920606601248885,0.019907064847426523,numeric_digit_relaxed_20260928/generated_validation_20261012
7,1,1,2666,131,4,0,0.0015003750937734434,0.015781217628081805,numeric_digit_relaxed_20260928/generated_validation_20261012
7,1,2,961,129,0,0,0.0,0.005688578447331814,numeric_digit_relaxed_20260928/generated_validation_20261012
-1,0,-1,143,143,32,0,0.22377622377622378,0.0007329649714502456,numeric_digit_relaxed_20260929/generated_validation_20261011
0,0,-1,1,1,1,0,1.0,5.125629170980738e-06,numeric_digit_relaxed_20260929/generated_validation_20261011
0,0,0,4,4,1,0,0.25,2.0502516683922953e-05,numeric_digit_relaxed_20260929/generated_validation_20261011
0,0,1,1,1,1,0,1.0,5.125629170980738e-06,numeric_digit_relaxed_20260929/generated_validation_20261011
0,1,0,5,5,1,0,0.2,2.562814585490369e-05,numeric_digit_relaxed_20260929/generated_validation_20261011
0,1,1,3,3,0,0,0.0,1.5376887512942214e-05,numeric_digit_relaxed_20260929/generated_validation_20261011
0,1,2,1,1,0,0,0.0,5.125629170980738e-06,numeric_digit_relaxed_20260929/generated_validation_20261011
1,0,0,7,7,2,0,0.2857142857142857,3.5879404196865167e-05,numeric_digit_relaxed_20260929/generated_validation_20261011
1,0,1,2,2,0,0,0.0,1.0251258341961476e-05,numeric_digit_relaxed_20260929/generated_validation_20261011
1,0,2,4,4,0,0,0.0,2.0502516683922953e-05,numeric_digit_relaxed_20260929/generated_validation_20261011
1,1,0,14,10,1,0,0.07142857142857142,7.175880839373033e-05,numeric_digit_relaxed_20260929/generated_validation_20261011
1,1,1,12,9,2,0,0.16666666666666666,6.150755005176885e-05,numeric_digit_relaxed_20260929/generated_validation_20261011
1,1,2,2,2,0,0,0.0,1.0251258341961476e-05,numeric_digit_relaxed_20260929/generated_validation_20261011
2,0,-1,1,1,1,0,1.0,5.125629170980738e-06,numeric_digit_relaxed_20260929/generated_validation_20261011
2,0,0,88,59,1,0,0.011363636363636364,0.00045105536704630493,numeric_digit_relaxed_20260929/generated_validation_20261011
2,0,1,61,49,3,0,0.04918032786885246,0.000312663379429825,numeric_digit_relaxed_20260929/generated_validation_20261011
2,0,2,19,18,4,0,0.21052631578947367,9.738695424863401e-05,numeric_digit_relaxed_20260929/generated_validation_20261011
2,1,0,192,79,20,0,0.10416666666666667,0.0009841208008283017,numeric_digit_relaxed_20260929/generated_validation_20261011
2,1,1,149,68,6,0,0.040268456375838924,0.00076371874647613,numeric_digit_relaxed_20260929/generated_validation_20261011
2,1,2,47,35,2,0,0.0425531914893617,0.00024090457103609467,numeric_digit_relaxed_20260929/generated_validation_20261011
3,0,-1,6,6,2,0,0.3333333333333333,3.075377502588443e-05,numeric_digit_relaxed_20260929/generated_validation_20261011
3,0,0,346,101,18,0,0.05202312138728324,0.0017734676931593354,numeric_digit_relaxed_20260929/generated_validation_20261011
3,0,1,240,101,22,0,0.09166666666666666,0.0012301510010353772,numeric_digit_relaxed_20260929/generated_validation_20261011
3,0,2,86,60,12,0,0.13953488372093023,0.0004408041087043435,numeric_digit_relaxed_20260929/generated_validation_20261011
3,1,0,708,109,41,0,0.05790960451977401,0.0036289454530543624,numeric_digit_relaxed_20260929/generated_validation_20261011
3,1,1,547,96,42,0,0.07678244972577697,0.0028037191565264638,numeric_digit_relaxed_20260929/generated_validation_20261011
3,1,2,210,78,11,0,0.05238095238095238,0.001076382125905955,numeric_digit_relaxed_20260929/generated_validation_20261011
4,0,-1,35,32,16,0,0.45714285714285713,0.00017939702098432583,numeric_digit_relaxed_20260929/generated_validation_20261011
