dataset,seed,case,threshold,component,mean_weight,mean_log_sigma,q99_log_sigma,tail_probability_contribution
sparkov,20261022,RR,ten_fit_max,2,0.2815890169661193,0.7021154554471367,1.318125184436804,1.8182517983230078e-10
sparkov,20261022,GR,fit_q99,0,0.44818581285418646,1.1159616874541343,2.6036542111746166,0.0003860200384189076
sparkov,20261022,GR,fit_q99,1,0.29262698625184946,0.3194107662098609,0.6188876464003031,2.6078001068467702e-05
sparkov,20261022,GR,fit_q99,2,0.25918719867933304,0.7613466002144179,1.306587450975275,0.007470318550343716
sparkov,20261022,GR,fit_q999,0,0.44818581285418646,1.1159616874541343,2.6036542111746166,1.9723601057477387e-05
sparkov,20261022,GR,fit_q999,1,0.29262698625184946,0.3194107662098609,0.6188876464003031,3.6071908622029203e-06
sparkov,20261022,GR,fit_q999,2,0.25918719867933304,0.7613466002144179,1.306587450975275,0.0009791733047852607
sparkov,20261022,GR,fit_max,0,0.44818581285418646,1.1159616874541343,2.6036542111746166,9.619090228512688e-09
sparkov,20261022,GR,fit_max,1,0.29262698625184946,0.3194107662098609,0.6188876464003031,6.576112397337866e-09
sparkov,20261022,GR,fit_max,2,0.25918719867933304,0.7613466002144179,1.306587450975275,4.3673622305023455e-07
sparkov,20261022,GR,ten_fit_max,0,0.44818581285418646,1.1159616874541343,2.6036542111746166,3.6744323127126497e-10
sparkov,20261022,GR,ten_fit_max,1,0.29262698625184946,0.3194107662098609,0.6188876464003031,1.7943641031727162e-11
sparkov,20261022,GR,ten_fit_max,2,0.25918719867933304,0.7613466002144179,1.306587450975275,1.639260190839121e-10
sparkov,20261022,RG,fit_q99,0,0.3758376529143844,1.2282210015312949,2.8086868447897277,0.0003465138499088185
sparkov,20261022,RG,fit_q99,1,0.3455735141789776,0.29927374160339737,0.609862807824696,0.00016794051799420246
sparkov,20261022,RG,fit_q99,2,0.2785888309175675,0.7015622747134442,1.3195610635851465,0.008911092580620504
sparkov,20261022,RG,fit_q999,0,0.3758376529143844,1.2282210015312949,2.8086868447897277,1.845257617257781e-05
sparkov,20261022,RG,fit_q999,1,0.3455735141789776,0.29927374160339737,0.609862807824696,3.1659427042299285e-05
sparkov,20261022,RG,fit_q999,2,0.2785888309175675,0.7015622747134442,1.3195610635851465,0.0011127746938184397
sparkov,20261022,RG,fit_max,0,0.3758376529143844,1.2282210015312949,2.8086868447897277,1.833768353306923e-08
sparkov,20261022,RG,fit_max,1,0.3455735141789776,0.29927374160339737,0.609862807824696,1.0444920525601924e-07
sparkov,20261022,RG,fit_max,2,0.2785888309175675,0.7015622747134442,1.3195610635851465,4.931694541435439e-07
sparkov,20261022,RG,ten_fit_max,0,0.3758376529143844,1.2282210015312949,2.8086868447897277,7.267924885071039e-10
sparkov,20261022,RG,ten_fit_max,1,0.3455735141789776,0.29927374160339737,0.609862807824696,6.929914168976398e-10
sparkov,20261022,RG,ten_fit_max,2,0.2785888309175675,0.7015622747134442,1.3195610635851465,1.5617524044589514e-10
sparkov,20261022,GG,fit_q99,0,0.4409559401664341,1.1202461543460442,2.596941888302519,0.0003700994707192198
sparkov,20261022,GG,fit_q99,1,0.30248239112268765,0.3188242097216048,0.6144891363631535,2.4674544965972378e-05
sparkov,20261022,GG,fit_q99,2,0.25656166650234163,0.7586077959921922,1.3056056090615937,0.007297112653975184
sparkov,20261022,GG,fit_q999,0,0.4409559401664341,1.1202461543460442,2.596941888302519,1.8609184156364143e-05
sparkov,20261022,GG,fit_q999,1,0.30248239112268765,0.3188242097216048,0.6144891363631535,3.286197484528119e-06
sparkov,20261022,GG,fit_q999,2,0.25656166650234163,0.7586077959921922,1.3056056090615937,0.0009704298628911924
sparkov,20261022,GG,fit_max,0,0.4409559401664341,1.1202461543460442,2.596941888302519,8.123826541711269e-09
sparkov,20261022,GG,fit_max,1,0.30248239112268765,0.3188242097216048,0.6144891363631535,5.4596942732251875e-09
sparkov,20261022,GG,fit_max,2,0.25656166650234163,0.7586077959921922,1.3056056090615937,4.367509512991146e-07
sparkov,20261022,GG,ten_fit_max,0,0.4409559401664341,1.1202461543460442,2.596941888302519,3.029927059230877e-10
sparkov,20261022,GG,ten_fit_max,1,0.30248239112268765,0.3188242097216048,0.6144891363631535,1.0563158098113645e-11
sparkov,20261022,GG,ten_fit_max,2,0.25656166650234163,0.7586077959921922,1.3056056090615937,1.2645302652925067e-10
sparkov,20261022,AG,fit_q99,0,0.44095720387595605,1.1128724634622837,2.597460229611929,0.0003604848770529103
sparkov,20261022,AG,fit_q99,1,0.30326513984715986,0.32718041601091363,0.6580329621848434,3.515621561048074e-05
sparkov,20261022,AG,fit_q99,2,0.2557776539462152,0.7366683901281775,1.2844095478811586,0.007713976412285263
sparkov,20261022,AG,fit_q999,0,0.44095720387595605,1.1128724634622837,2.597460229611929,1.7946756872273616e-05
sparkov,20261022,AG,fit_q999,1,0.30326513984715986,0.32718041601091363,0.6580329621848434,3.3151469195564188e-06
sparkov,20261022,AG,fit_q999,2,0.2557776539462152,0.7366683901281775,1.2844095478811586,0.001002073134931638
sparkov,20261022,AG,fit_max,0,0.44095720387595605,1.1128724634622837,2.597460229611929,8.047663280241936e-09
sparkov,20261022,AG,fit_max,1,0.30326513984715986,0.32718041601091363,0.6580329621848434,3.0225433913061966e-09
sparkov,20261022,AG,fit_max,2,0.2557776539462152,0.7366683901281775,1.2844095478811586,4.696348303817028e-07
sparkov,20261022,AG,ten_fit_max,0,0.44095720387595605,1.1128724634622837,2.597460229611929,3.0027907783411014e-10
sparkov,20261022,AG,ten_fit_max,1,0.30326513984715986,0.32718041601091363,0.6580329621848434,4.540206272770823e-12
sparkov,20261022,AG,ten_fit_max,2,0.2557776539462152,0.7366683901281775,1.2844095478811586,1.9086066335167232e-10
sparkov,20261022,OG,fit_q99,0,0.3985538300379324,1.212179520258512,2.8009982412591468,0.00031844628505438305
sparkov,20261022,OG,fit_q99,1,0.345457428987418,0.3068433137745036,0.6567893153593786,9.477923963645179e-05
sparkov,20261022,OG,fit_q99,2,0.25598873898611435,0.6809647046817976,1.2760995334553287,0.008469164012399957
sparkov,20261022,OG,fit_q999,0,0.3985538300379324,1.212179520258512,2.8009982412591468,1.6087607460413534e-05
sparkov,20261022,OG,fit_q999,1,0.345457428987418,0.3068433137745036,0.6567893153593786,1.3078736332565214e-05
sparkov,20261022,OG,fit_q999,2,0.25598873898611435,0.6809647046817976,1.2760995334553287,0.0010145822358548755
sparkov,20261022,OG,fit_max,0,0.3985538300379324,1.212179520258512,2.8009982412591468,1.751498085816451e-08
sparkov,20261022,OG,fit_max,1,0.345457428987418,0.3068433137745036,0.6567893153593786,2.8196723591107357e-08
sparkov,20261022,OG,fit_max,2,0.25598873898611435,0.6809647046817976,1.2760995334553287,4.301821477567281e-07
sparkov,20261022,OG,ten_fit_max,0,0.3985538300379324,1.212179520258512,2.8009982412591468,6.434255658342599e-10
sparkov,20261022,OG,ten_fit_max,1,0.345457428987418,0.3068433137745036,0.6567893153593786,1.3522189346839803e-10
sparkov,20261022,OG,ten_fit_max,2,0.25598873898611435,0.6809647046817976,1.2760995334553287,1.9578216445566343e-10
